Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"6:00 PM, November 26, 2023",NYK,PHO,51,65,113,21,https://www.basketball-reference.com/boxscores/202311260NYK.html
"6:00 PM, November 26, 2023",ORL,CHO,55,62,130,38,https://www.basketball-reference.com/boxscores/202311260ORL.html
"7:00 PM, November 27, 2023",DET,WAS,58,68,107,24,https://www.basketball-reference.com/boxscores/202311270DET.html
"7:00 PM, November 27, 2023",IND,POR,66,48,110,27,https://www.basketball-reference.com/boxscores/202311270IND.html
"10:30 PM, November 27, 2023",LAC,DEN,69,44,104,16,https://www.basketball-reference.com/boxscores/202311270LAC.html
"7:00 PM, November 27, 2023",PHI,LAL,48,46,138,40,https://www.basketball-reference.com/boxscores/202311270PHI.html
"9:00 PM, November 27, 2023",UTA,NOP,55,57,114,26,https://www.basketball-reference.com/boxscores/202311270UTA.html
In-Season Tournament,BOS,CHI,59,38,124,27,https://www.basketball-reference.com/boxscores/202311280BOS.html
In-Season Tournament,BRK,TOR,51,52,115,39,https://www.basketball-reference.com/boxscores/202311280BRK.html
In-Season Tournament,CLE,ATL,43,62,128,26,https://www.basketball-reference.com/boxscores/202311280CLE.html
In-Season Tournament,DAL,HOU,55,60,121,37,https://www.basketball-reference.com/boxscores/202311280DAL.html
In-Season Tournament,MIA,MIL,66,65,124,27,https://www.basketball-reference.com/boxscores/202311280MIA.html
In-Season Tournament,MIN,OKC,57,46,106,30,https://www.basketball-reference.com/boxscores/202311280MIN.html
In-Season Tournament,NYK,CHO,53,38,115,35,https://www.basketball-reference.com/boxscores/202311280NYK.html
In-Season Tournament,SAC,GSW,54,69,124,29,https://www.basketball-reference.com/boxscores/202311280SAC.html
"9:00 PM, November 29, 2023",DEN,HOU,60,64,134,26,https://www.basketball-reference.com/boxscores/202311290DEN.html
"7:00 PM, November 29, 2023",DET,LAL,59,74,107,31,https://www.basketball-reference.com/boxscores/202311290DET.html
"8:00 PM, November 29, 2023",MEM,UTA,41,50,105,17,https://www.basketball-reference.com/boxscores/202311290MEM.html
"7:30 PM, November 30, 2023",BRK,CHO,69,60,128,22,https://www.basketball-reference.com/boxscores/202311300BRK.html
"8:00 PM, November 30, 2023",CHI,MIL,57,49,120,14,https://www.basketball-reference.com/boxscores/202311300CHI.html
"10:00 PM, November 30, 2023",GSW,LAC,63,51,120,34,https://www.basketball-reference.com/boxscores/202311300GSW.html
"7:30 PM, November 30, 2023",MIA,IND,67,65,142,45,https://www.basketball-reference.com/boxscores/202311300MIA.html
"8:00 PM, November 30, 2023",MIN,UTA,48,42,101,17,https://www.basketball-reference.com/boxscores/202311300MIN.html
"7:30 PM, November 30, 2023",NYK,DET,62,50,118,33,https://www.basketball-reference.com/boxscores/202311300NYK.html
"8:00 PM, November 30, 2023",OKC,LAL,45,65,133,25,https://www.basketball-reference.com/boxscores/202311300OKC.html
"8:00 PM, November 30, 2023",SAS,ATL,72,65,135,30,https://www.basketball-reference.com/boxscores/202311300SAS.html
"7:30 PM, December 1, 2023",BOS,PHI,58,61,125,30,https://www.basketball-reference.com/boxscores/202312010BOS.html
"7:30 PM, December 1, 2023",DAL,MEM,60,48,94,22,https://www.basketball-reference.com/boxscores/202312010DAL.html
"8:00 PM, December 1, 2023",NOP,SAS,55,51,121,32,https://www.basketball-reference.com/boxscores/202312010NOP.html
"7:00 PM, December 1, 2023",ORL,WAS,61,64,130,38,https://www.basketball-reference.com/boxscores/202312010ORL.html
"10:00 PM, December 1, 2023",PHO,DEN,54,65,111,20,https://www.basketball-reference.com/boxscores/202312010PHO.html
"7:30 PM, December 1, 2023",TOR,NYK,52,67,106,29,https://www.basketball-reference.com/boxscores/202312010TOR.html
"7:00 PM, December 2, 2023",BRK,ORL,45,56,129,31,https://www.basketball-reference.com/boxscores/202312020BRK.html
"8:00 PM, December 2, 2023",CHI,NOP,68,50,124,35,https://www.basketball-reference.com/boxscores/202312020CHI.html
"5:00 PM, December 2, 2023",CHO,MIN,67,56,117,30,https://www.basketball-reference.com/boxscores/202312020CHO.html
"9:00 PM, December 2, 2023",DAL,OKC,58,68,120,36,https://www.basketball-reference.com/boxscores/202312020DAL.html
"7:00 PM, December 2, 2023",DET,CLE,54,56,101,19,https://www.basketball-reference.com/boxscores/202312020DET.html
"4:00 PM, December 2, 2023",LAC,GSW,54,58,113,28,https://www.basketball-reference.com/boxscores/202312020LAC.html
"10:30 PM, December 2, 2023",LAL,HOU,39,58,107,21,https://www.basketball-reference.com/boxscores/202312020LAL.html
"8:00 PM, December 2, 2023",MIA,IND,78,66,129,31,https://www.basketball-reference.com/boxscores/202312020MIA.html
"8:00 PM, December 2, 2023",MIL,ATL,49,72,132,33,https://www.basketball-reference.com/boxscores/202312020MIL.html
"9:00 PM, December 2, 2023",PHO,MEM,61,48,116,32,https://www.basketball-reference.com/boxscores/202312020PHO.html
"10:00 PM, December 2, 2023",SAC,DEN,59,58,123,35,https://www.basketball-reference.com/boxscores/202312020SAC.html
"9:30 PM, December 2, 2023",UTA,POR,52,54,118,12,https://www.basketball-reference.com/boxscores/202312020UTA.html
In-Season Tournament,IND,BOS,65,47,122,37,https://www.basketball-reference.com/boxscores/202312040IND.html
In-Season Tournament,SAC,NOP,61,66,117,26,https://www.basketball-reference.com/boxscores/202312040SAC.html
In-Season Tournament,LAL,PHO,45,58,106,23,https://www.basketball-reference.com/boxscores/202312050LAL.html
In-Season Tournament,MIL,NYK,63,59,146,34,https://www.basketball-reference.com/boxscores/202312050MIL.html
"7:30 PM, December 6, 2023",ATL,BRK,55,59,113,31,https://www.basketball-reference.com/boxscores/202312060ATL.html
"8:00 PM, December 6, 2023",CHI,CHO,56,44,111,28,https://www.basketball-reference.com/boxscores/202312060CHI.html
"7:00 PM, December 6, 2023",CLE,ORL,57,54,121,22,https://www.basketball-reference.com/boxscores/202312060CLE.html
"8:00 PM, November 29, 2023",NOP,PHI,57,57,124,22,https://www.basketball-reference.com/boxscores/202311290NOP.html
"7:00 PM, November 29, 2023",ORL,WAS,61,59,139,37,https://www.basketball-reference.com/boxscores/202311290ORL.html
"10:00 PM, November 29, 2023",SAC,LAC,66,65,117,36,https://www.basketball-reference.com/boxscores/202311290SAC.html
"7:30 PM, November 29, 2023",TOR,PHO,58,47,112,26,https://www.basketball-reference.com/boxscores/202311290TOR.html
"7:00 PM, November 30, 2023",CLE,POR,47,56,95,20,https://www.basketball-reference.com/boxscores/202311300CLE.html
"8:30 PM, December 6, 2023",DAL,UTA,45,52,147,38,https://www.basketball-reference.com/boxscores/202312060DAL.html
"7:00 PM, December 6, 2023",DET,MEM,55,61,102,18,https://www.basketball-reference.com/boxscores/202312060DET.html
"10:00 PM, December 6, 2023",GSW,POR,49,57,110,28,https://www.basketball-reference.com/boxscores/202312060GSW.html
"8:00 PM, December 6, 2023",HOU,OKC,55,46,110,30,https://www.basketball-reference.com/boxscores/202312060HOU.html
"10:00 PM, December 6, 2023",LAC,DEN,41,61,111,32,https://www.basketball-reference.com/boxscores/202312060LAC.html
"7:30 PM, December 6, 2023",MIN,SAS,54,40,102,31,https://www.basketball-reference.com/boxscores/202312060MIN.html
"7:30 PM, December 6, 2023",TOR,MIA,52,60,103,19,https://www.basketball-reference.com/boxscores/202312060TOR.html
"7:00 PM, December 6, 2023",WAS,PHI,67,64,126,31,https://www.basketball-reference.com/boxscores/202312060WAS.html
In-Season Tournament,LAL,NOP,42,47,133,23,https://www.basketball-reference.com/boxscores/202312070LAL.html
In-Season Tournament,MIL,IND,73,55,119,25,https://www.basketball-reference.com/boxscores/202312070MIL.html
"7:30 PM, December 8, 2023",BOS,NYK,61,62,133,24,https://www.basketball-reference.com/boxscores/202312080BOS.html
"7:30 PM, December 8, 2023",BRK,WAS,55,42,124,34,https://www.basketball-reference.com/boxscores/202312080BRK.html
"7:00 PM, December 8, 2023",CHO,TOR,71,45,119,29,https://www.basketball-reference.com/boxscores/202312080CHO.html
"9:00 PM, December 8, 2023",DEN,HOU,47,67,106,32,https://www.basketball-reference.com/boxscores/202312080DEN.html
"8:00 PM, December 8, 2023",MEM,MIN,56,71,103,24,https://www.basketball-reference.com/boxscores/202312080MEM.html
"8:00 PM, December 8, 2023",MIA,CLE,59,52,99,24,https://www.basketball-reference.com/boxscores/202312080MIA.html
"8:00 PM, December 8, 2023",OKC,GSW,68,50,138,20,https://www.basketball-reference.com/boxscores/202312080OKC.html
"7:00 PM, December 8, 2023",ORL,DET,44,47,123,30,https://www.basketball-reference.com/boxscores/202312080ORL.html
"7:00 PM, December 8, 2023",PHI,ATL,67,47,125,32,https://www.basketball-reference.com/boxscores/202312080PHI.html
"9:00 PM, December 8, 2023",PHO,SAC,57,57,106,35,https://www.basketball-reference.com/boxscores/202312080PHO.html
"10:00 PM, December 8, 2023",POR,DAL,62,63,112,22,https://www.basketball-reference.com/boxscores/202312080POR.html
"8:30 PM, December 8, 2023",SAS,CHI,62,59,112,29,https://www.basketball-reference.com/boxscores/202312080SAS.html
"10:00 PM, December 8, 2023",UTA,LAC,56,61,103,28,https://www.basketball-reference.com/boxscores/202312080UTA.html
In-Season Tournament,LAL,IND,58,51,123,33,https://www.basketball-reference.com/boxscores/202312090LAL.html
"7:30 PM, December 11, 2023",ATL,DEN,63,66,122,36,https://www.basketball-reference.com/boxscores/202312110ATL.html
"7:00 PM, December 11, 2023",CHO,MIA,57,59,114,37,https://www.basketball-reference.com/boxscores/202312110CHO.html
"7:00 PM, December 11, 2023",DET,IND,66,65,123,30,https://www.basketball-reference.com/boxscores/202312110DET.html
"8:00 PM, December 11, 2023",HOU,SAS,46,36,93,24,https://www.basketball-reference.com/boxscores/202312110HOU.html
"10:30 PM, December 11, 2023",LAC,POR,61,66,132,27,https://www.basketball-reference.com/boxscores/202312110LAC.html
"8:00 PM, December 11, 2023",MEM,DAL,62,58,113,34,https://www.basketball-reference.com/boxscores/202312110MEM.html
"8:00 PM, December 11, 2023",MIL,CHI,62,56,133,15,https://www.basketball-reference.com/boxscores/202312110MIL.html
"8:00 PM, December 11, 2023",NOP,MIN,44,63,121,31,https://www.basketball-reference.com/boxscores/202312110NOP.html
"7:30 PM, December 11, 2023",NYK,TOR,58,72,136,38,https://www.basketball-reference.com/boxscores/202312110NYK.html
"8:00 PM, December 11, 2023",OKC,UTA,77,43,134,23,https://www.basketball-reference.com/boxscores/202312110OKC.html
"7:00 PM, December 11, 2023",ORL,CLE,50,44,104,23,https://www.basketball-reference.com/boxscores/202312110ORL.html
"7:00 PM, December 11, 2023",PHI,WAS,53,48,146,34,https://www.basketball-reference.com/boxscores/202312110PHI.html
"10:00 PM, December 11, 2023",SAC,BRK,63,55,131,33,https://www.basketball-reference.com/boxscores/202312110SAC.html
"7:30 PM, December 12, 2023",BOS,CLE,50,63,120,26,https://www.basketball-reference.com/boxscores/202312120BOS.html
"8:00 PM, December 12, 2023",CHI,DEN,47,67,106,26,https://www.basketball-reference.com/boxscores/202312120CHI.html
"7:30 PM, December 12, 2023",DAL,LAL,65,60,127,34,https://www.basketball-reference.com/boxscores/202312120DAL.html
"10:30 PM, December 12, 2023",LAC,SAC,53,46,119,20,https://www.basketball-reference.com/boxscores/202312120LAC.html
"10:00 PM, December 12, 2023",PHO,GSW,60,56,119,31,https://www.basketball-reference.com/boxscores/202312120PHO.html
"7:00 PM, December 13, 2023",DET,PHI,56,73,111,31,https://www.basketball-reference.com/boxscores/202312130DET.html
"8:00 PM, December 13, 2023",HOU,MEM,43,61,117,35,https://www.basketball-reference.com/boxscores/202312130HOU.html
"7:30 PM, December 13, 2023",MIA,CHO,56,48,115,24,https://www.basketball-reference.com/boxscores/202312130MIA.html
"8:00 PM, December 13, 2023",MIL,IND,62,64,140,39,https://www.basketball-reference.com/boxscores/202312130MIL.html
"9:00 PM, December 13, 2023",PHO,BRK,63,53,112,24,https://www.basketball-reference.com/boxscores/202312130PHO.html
"8:00 PM, December 13, 2023",SAS,LAL,59,63,119,45,https://www.basketball-reference.com/boxscores/202312130SAS.html
"7:30 PM, December 13, 2023",TOR,ATL,60,68,135,32,https://www.basketball-reference.com/boxscores/202312130TOR.html
"9:00 PM, December 13, 2023",UTA,NYK,48,65,117,28,https://www.basketball-reference.com/boxscores/202312130UTA.html
"7:00 PM, December 13, 2023",WAS,NOP,79,63,122,29,https://www.basketball-reference.com/boxscores/202312130WAS.html
"7:30 PM, December 14, 2023",BOS,CLE,50,57,116,26,https://www.basketball-reference.com/boxscores/202312140BOS.html
"8:30 PM, December 14, 2023",DAL,MIN,65,54,101,19,https://www.basketball-reference.com/boxscores/202312140DAL.html
"9:00 PM, December 14, 2023",DEN,BRK,51,50,124,34,https://www.basketball-reference.com/boxscores/202312140DEN.html
"10:30 PM, December 14, 2023",LAC,GSW,48,65,121,22,https://www.basketball-reference.com/boxscores/202312140LAC.html
"7:30 PM, December 14, 2023",MIA,CHI,55,69,116,28,https://www.basketball-reference.com/boxscores/202312140MIA.html
"10:00 PM, December 14, 2023",POR,UTA,50,72,114,38,https://www.basketball-reference.com/boxscores/202312140POR.html
"10:00 PM, December 14, 2023",SAC,OKC,54,69,128,28,https://www.basketball-reference.com/boxscores/202312140SAC.html
"7:30 PM, December 15, 2023",BOS,ORL,60,51,128,27,https://www.basketball-reference.com/boxscores/202312150BOS.html
"7:00 PM, December 15, 2023",CHO,NOP,65,47,107,31,https://www.basketball-reference.com/boxscores/202312150CHO.html
"8:00 PM, December 15, 2023",MEM,HOU,59,44,96,22,https://www.basketball-reference.com/boxscores/202312150MEM.html
"7:00 PM, December 15, 2023",PHI,DET,47,45,124,30,https://www.basketball-reference.com/boxscores/202312150PHI.html
"10:00 PM, December 15, 2023",PHO,NYK,74,65,122,23,https://www.basketball-reference.com/boxscores/202312150PHO.html
"7:30 PM, December 15, 2023",SAS,LAL,68,47,129,31,https://www.basketball-reference.com/boxscores/202312150SAS.html
"7:30 PM, December 15, 2023",TOR,ATL,67,58,104,26,https://www.basketball-reference.com/boxscores/202312150TOR.html
"7:00 PM, December 15, 2023",WAS,IND,54,69,137,29,https://www.basketball-reference.com/boxscores/202312150WAS.html
"7:00 PM, December 16, 2023",CHO,PHI,75,60,82,23,https://www.basketball-reference.com/boxscores/202312160CHO.html
"7:30 PM, December 16, 2023",CLE,ATL,62,57,127,35,https://www.basketball-reference.com/boxscores/202312160CLE.html
"9:00 PM, December 16, 2023",DEN,OKC,60,58,117,30,https://www.basketball-reference.com/boxscores/202312160DEN.html
"8:30 PM, December 16, 2023",GSW,BRK,60,60,124,29,https://www.basketball-reference.com/boxscores/202312160GSW.html
"10:30 PM, December 16, 2023",LAC,NYK,57,65,144,30,https://www.basketball-reference.com/boxscores/202312160LAC.html
"8:00 PM, December 16, 2023",MIA,CHI,69,47,118,27,https://www.basketball-reference.com/boxscores/202312160MIA.html
"6:00 PM, December 16, 2023",MIL,DET,67,47,146,32,https://www.basketball-reference.com/boxscores/202312160MIL.html
"8:00 PM, December 16, 2023",MIN,IND,66,43,127,32,https://www.basketball-reference.com/boxscores/202312160MIN.html
"9:00 PM, December 16, 2023",POR,DAL,59,72,120,21,https://www.basketball-reference.com/boxscores/202312160POR.html
"10:00 PM, December 16, 2023",SAC,UTA,55,49,125,19,https://www.basketball-reference.com/boxscores/202312160SAC.html
"3:00 PM, December 17, 2023",BOS,ORL,42,55,114,31,https://www.basketball-reference.com/boxscores/202312170BOS.html
"7:00 PM, December 17, 2023",MIL,HOU,60,59,128,28,https://www.basketball-reference.com/boxscores/202312170MIL.html
"8:00 PM, December 17, 2023",PHO,WAS,48,60,112,31,https://www.basketball-reference.com/boxscores/202312170PHO.html
"9:00 PM, December 17, 2023",POR,GSW,67,51,114,30,https://www.basketball-reference.com/boxscores/202312170POR.html
"3:30 PM, December 17, 2023",SAS,NOP,69,77,110,32,https://www.basketball-reference.com/boxscores/202312170SAS.html
"7:30 PM, December 18, 2023",ATL,DET,67,57,130,34,https://www.basketball-reference.com/boxscores/202312180ATL.html
"7:00 PM, December 18, 2023",CLE,HOU,49,73,135,13,https://www.basketball-reference.com/boxscores/202312180CLE.html
"9:00 PM, December 18, 2023",DEN,DAL,63,41,130,32,https://www.basketball-reference.com/boxscores/202312180DEN.html
"7:00 PM, December 18, 2023",IND,LAC,77,74,127,33,https://www.basketball-reference.com/boxscores/202312180IND.html
"10:30 PM, December 18, 2023",LAL,NYK,46,68,109,29,https://www.basketball-reference.com/boxscores/202312180LAL.html
"7:30 PM, December 18, 2023",MIA,MIN,67,45,108,25,https://www.basketball-reference.com/boxscores/202312180MIA.html
"8:00 PM, December 18, 2023",OKC,MEM,58,39,116,22,https://www.basketball-reference.com/boxscores/202312180OKC.html
"7:00 PM, December 18, 2023",PHI,CHI,57,51,104,35,https://www.basketball-reference.com/boxscores/202312180PHI.html
"10:00 PM, December 18, 2023",SAC,WAS,65,66,143,31,https://www.basketball-reference.com/boxscores/202312180SAC.html
"7:30 PM, December 18, 2023",TOR,CHO,43,56,114,35,https://www.basketball-reference.com/boxscores/202312180TOR.html
"9:00 PM, December 18, 2023",UTA,BRK,57,51,125,37,https://www.basketball-reference.com/boxscores/202312180UTA.html
"10:00 PM, December 19, 2023",GSW,BOS,49,72,132,11,https://www.basketball-reference.com/boxscores/202312190GSW.html
"8:00 PM, December 19, 2023",MIL,SAS,67,52,132,25,https://www.basketball-reference.com/boxscores/202312190MIL.html
"7:30 PM, December 19, 2023",NOP,MEM,54,61,113,26,https://www.basketball-reference.com/boxscores/202312190NOP.html
"10:00 PM, December 19, 2023",POR,PHO,48,56,109,22,https://www.basketball-reference.com/boxscores/202312190POR.html
"7:30 PM, December 20, 2023",BRK,NYK,59,62,102,25,https://www.basketball-reference.com/boxscores/202312200BRK.html
"8:00 PM, December 20, 2023",CHI,LAL,63,45,124,34,https://www.basketball-reference.com/boxscores/202312200CHI.html
"7:00 PM, December 20, 2023",CLE,UTA,52,64,124,32,https://www.basketball-reference.com/boxscores/202312200CLE.html
"8:30 PM, December 20, 2023",DAL,LAC,67,53,111,28,https://www.basketball-reference.com/boxscores/202312200DAL.html
"8:00 PM, December 20, 2023",HOU,ATL,74,60,127,27,https://www.basketball-reference.com/boxscores/202312200HOU.html
"7:00 PM, December 20, 2023",IND,CHO,58,55,144,37,https://www.basketball-reference.com/boxscores/202312200IND.html
"7:00 PM, December 20, 2023",ORL,MIA,69,46,106,34,https://www.basketball-reference.com/boxscores/202312200ORL.html
"7:00 PM, December 20, 2023",PHI,MIN,62,51,127,37,https://www.basketball-reference.com/boxscores/202312200PHI.html
"10:00 PM, December 20, 2023",SAC,BOS,67,77,119,29,https://www.basketball-reference.com/boxscores/202312200SAC.html
"7:30 PM, December 20, 2023",TOR,DEN,55,58,104,29,https://www.basketball-reference.com/boxscores/202312200TOR.html
"8:00 PM, December 21, 2023",CHI,SAS,45,50,114,37,https://www.basketball-reference.com/boxscores/202312210CHI.html
"7:30 PM, December 21, 2023",CLE,NOP,59,64,104,28,https://www.basketball-reference.com/boxscores/202312210CLE.html
"7:00 PM, December 21, 2023",DET,UTA,59,60,111,23,https://www.basketball-reference.com/boxscores/202312210DET.html
"8:00 PM, December 21, 2023",MEM,IND,60,43,116,30,https://www.basketball-reference.com/boxscores/202312210MEM.html
"8:00 PM, December 21, 2023",MIL,ORL,57,57,118,27,https://www.basketball-reference.com/boxscores/202312210MIL.html
"9:00 PM, December 21, 2023",MIN,LAL,55,56,118,31,https://www.basketball-reference.com/boxscores/202312210MIN.html
"8:00 PM, December 21, 2023",OKC,LAC,53,62,134,25,https://www.basketball-reference.com/boxscores/202312210OKC.html
"10:00 PM, December 21, 2023",POR,WAS,59,59,117,37,https://www.basketball-reference.com/boxscores/202312210POR.html
"7:30 PM, December 22, 2023",BRK,DEN,64,58,117,31,https://www.basketball-reference.com/boxscores/202312220BRK.html
"10:00 PM, December 22, 2023",GSW,WAS,71,47,129,28,https://www.basketball-reference.com/boxscores/202312220GSW.html
"8:00 PM, December 22, 2023",HOU,DAL,58,38,122,33,https://www.basketball-reference.com/boxscores/202312220HOU.html
"8:00 PM, December 22, 2023",MIA,ATL,61,52,122,34,https://www.basketball-reference.com/boxscores/202312220MIA.html
"7:00 PM, December 22, 2023",PHI,TOR,43,68,121,28,https://www.basketball-reference.com/boxscores/202312220PHI.html
"10:00 PM, December 22, 2023",SAC,PHO,45,60,120,17,https://www.basketball-reference.com/boxscores/202312220SAC.html
"7:30 PM, December 23, 2023",ATL,MEM,60,65,119,26,https://www.basketball-reference.com/boxscores/202312230ATL.html
"7:30 PM, December 23, 2023",BRK,DET,68,47,126,28,https://www.basketball-reference.com/boxscores/202312230BRK.html
"8:00 PM, December 23, 2023",CHI,CLE,52,57,95,23,https://www.basketball-reference.com/boxscores/202312230CHI.html
"7:00 PM, December 23, 2023",CHO,DEN,47,55,95,26,https://www.basketball-reference.com/boxscores/202312230CHO.html
"8:30 PM, December 23, 2023",DAL,SAS,70,49,144,27,https://www.basketball-reference.com/boxscores/202312230DAL.html
"8:30 PM, December 23, 2023",GSW,POR,45,61,126,37,https://www.basketball-reference.com/boxscores/202312230GSW.html
"7:00 PM, December 23, 2023",IND,ORL,61,56,110,18,https://www.basketball-reference.com/boxscores/202312230IND.html
"3:30 PM, December 23, 2023",LAC,BOS,79,66,108,27,https://www.basketball-reference.com/boxscores/202312230LAC.html
"7:00 PM, December 23, 2023",NOP,HOU,48,58,104,20,https://www.basketball-reference.com/boxscores/202312230NOP.html
"12:30 PM, December 23, 2023",NYK,MIL,56,74,111,24,https://www.basketball-reference.com/boxscores/202312230NYK.html
"8:00 PM, December 23, 2023",OKC,LAL,57,72,120,29,https://www.basketball-reference.com/boxscores/202312230OKC.html
"10:00 PM, December 23, 2023",SAC,MIN,60,50,98,28,https://www.basketball-reference.com/boxscores/202312230SAC.html
"7:30 PM, December 23, 2023",TOR,UTA,65,61,119,21,https://www.basketball-reference.com/boxscores/202312230TOR.html
"2:30 PM, December 25, 2023",DEN,GSW,53,61,120,28,https://www.basketball-reference.com/boxscores/202312250DEN.html
"5:00 PM, December 25, 2023",LAL,BOS,53,73,115,25,https://www.basketball-reference.com/boxscores/202312250LAL.html
"8:00 PM, December 25, 2023",MIA,PHI,54,59,119,33,https://www.basketball-reference.com/boxscores/202312250MIA.html
"12:00 PM, December 25, 2023",NYK,MIL,59,63,129,31,https://www.basketball-reference.com/boxscores/202312250NYK.html
"10:30 PM, December 25, 2023",PHO,DAL,65,63,114,22,https://www.basketball-reference.com/boxscores/202312250PHO.html
"8:00 PM, December 26, 2023",CHI,ATL,67,46,118,35,https://www.basketball-reference.com/boxscores/202312260CHI.html
"7:00 PM, December 26, 2023",DET,BRK,66,52,112,27,https://www.basketball-reference.com/boxscores/202312260DET.html
"8:00 PM, December 26, 2023",HOU,IND,53,70,117,27,https://www.basketball-reference.com/boxscores/202312260HOU.html
"10:30 PM, December 26, 2023",LAC,CHO,47,57,113,31,https://www.basketball-reference.com/boxscores/202312260LAC.html
"8:00 PM, December 26, 2023",NOP,MEM,55,48,115,12,https://www.basketball-reference.com/boxscores/202312260NOP.html
"8:00 PM, December 26, 2023",OKC,MIN,40,66,129,27,https://www.basketball-reference.com/boxscores/202312260OKC.html
"10:00 PM, December 26, 2023",POR,SAC,45,68,130,26,https://www.basketball-reference.com/boxscores/202312260POR.html
"8:00 PM, December 26, 2023",SAS,UTA,67,63,118,25,https://www.basketball-reference.com/boxscores/202312260SAS.html
"7:00 PM, December 26, 2023",WAS,ORL,59,68,119,31,https://www.basketball-reference.com/boxscores/202312260WAS.html
"7:30 PM, December 27, 2023",BRK,MIL,78,66,122,30,https://www.basketball-reference.com/boxscores/202312270BRK.html
"8:30 PM, December 27, 2023",DAL,CLE,58,55,110,20,https://www.basketball-reference.com/boxscores/202312270DAL.html
"8:00 PM, December 27, 2023",HOU,PHO,68,61,113,29,https://www.basketball-reference.com/boxscores/202312270HOU.html
"8:00 PM, December 27, 2023",OKC,NYK,66,54,129,36,https://www.basketball-reference.com/boxscores/202312270OKC.html
"7:00 PM, December 27, 2023",ORL,PHI,54,58,92,17,https://www.basketball-reference.com/boxscores/202312270ORL.html
"7:00 PM, December 27, 2023",WAS,TOR,63,69,102,21,https://www.basketball-reference.com/boxscores/202312270WAS.html
"7:30 PM, December 28, 2023",BOS,DET,62,46,128,20,https://www.basketball-reference.com/boxscores/202312280BOS.html
"8:00 PM, December 28, 2023",CHI,IND,61,59,104,27,https://www.basketball-reference.com/boxscores/202312280CHI.html
"9:00 PM, December 28, 2023",DEN,MEM,43,62,142,36,https://www.basketball-reference.com/boxscores/202312280DEN.html
"10:00 PM, December 28, 2023",GSW,MIA,59,55,102,26,https://www.basketball-reference.com/boxscores/202312280GSW.html
"10:30 PM, December 28, 2023",LAL,CHO,58,54,133,34,https://www.basketball-reference.com/boxscores/202312280LAL.html
"8:00 PM, December 28, 2023",MIN,DAL,49,61,118,20,https://www.basketball-reference.com/boxscores/202312280MIN.html
"8:00 PM, December 28, 2023",NOP,UTA,43,62,112,31,https://www.basketball-reference.com/boxscores/202312280NOP.html
"10:00 PM, December 28, 2023",POR,SAS,52,66,105,31,https://www.basketball-reference.com/boxscores/202312280POR.html
"7:30 PM, December 29, 2023",ATL,SAC,61,56,110,19,https://www.basketball-reference.com/boxscores/202312290ATL.html
"7:30 PM, December 29, 2023",BOS,TOR,65,53,120,21,https://www.basketball-reference.com/boxscores/202312290BOS.html
"7:30 PM, December 29, 2023",CLE,MIL,48,71,111,31,https://www.basketball-reference.com/boxscores/202312290CLE.html
"9:00 PM, December 29, 2023",DEN,OKC,52,67,93,25,https://www.basketball-reference.com/boxscores/202312290DEN.html
"8:00 PM, December 29, 2023",HOU,PHI,77,54,127,30,https://www.basketball-reference.com/boxscores/202312290HOU.html
"10:30 PM, December 29, 2023",LAC,MEM,60,46,117,23,https://www.basketball-reference.com/boxscores/202312290LAC.html
"7:00 PM, December 29, 2023",ORL,NYK,49,59,117,31,https://www.basketball-reference.com/boxscores/202312290ORL.html
"9:00 PM, December 29, 2023",PHO,CHO,58,61,133,30,https://www.basketball-reference.com/boxscores/202312290PHO.html
"10:00 PM, December 29, 2023",POR,SAS,61,67,134,30,https://www.basketball-reference.com/boxscores/202312290POR.html
"7:00 PM, December 29, 2023",WAS,BRK,46,58,110,26,https://www.basketball-reference.com/boxscores/202312290WAS.html
"8:00 PM, December 30, 2023",CHI,PHI,52,40,105,25,https://www.basketball-reference.com/boxscores/202312300CHI.html
"6:00 PM, December 30, 2023",DET,TOR,61,66,129,39,https://www.basketball-reference.com/boxscores/202312300DET.html
"8:30 PM, December 30, 2023",GSW,DAL,60,72,122,33,https://www.basketball-reference.com/boxscores/202312300GSW.html
"7:00 PM, December 30, 2023",IND,NYK,69,57,140,35,https://www.basketball-reference.com/boxscores/202312300IND.html
"8:00 PM, December 30, 2023",MIN,LAL,55,51,108,26,https://www.basketball-reference.com/boxscores/202312300MIN.html
"5:00 PM, December 30, 2023",UTA,MIA,46,63,117,29,https://www.basketball-reference.com/boxscores/202312300UTA.html
"8:00 PM, December 31, 2023",MEM,SAC,58,65,92,13,https://www.basketball-reference.com/boxscores/202312310MEM.html
"7:00 PM, December 31, 2023",NOP,LAL,44,65,129,25,https://www.basketball-reference.com/boxscores/202312310NOP.html
"7:00 PM, December 31, 2023",OKC,BRK,49,59,124,35,https://www.basketball-reference.com/boxscores/202312310OKC.html
"8:00 PM, December 31, 2023",PHO,ORL,54,53,112,23,https://www.basketball-reference.com/boxscores/202312310PHO.html
"7:00 PM, December 31, 2023",SAS,BOS,64,70,101,25,https://www.basketball-reference.com/boxscores/202312310SAS.html
"3:00 PM, December 31, 2023",WAS,ATL,72,58,126,39,https://www.basketball-reference.com/boxscores/202312310WAS.html
